route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
1853,3,208317,,,1,10816,34,
1972,4,208603,,,0,10829,61,
1862,1,219267,,,0,11468,78,
1938,2,221780,,,1,11609,57,
1968,2,208605,,,1,10852,79,
982,2,208606,,,0,11181,37,
956,2,203452,,,0,10598,80,
1626,2,203453,,,0,10560,65,
1954,2,208609,,,0,10937,13,
1901,2,208612,,,0,10993,70,
982,4,219268,,,0,11471,37,
1887,3,208613,,,0,10955,76,
1457,2,220071,,,1,11511,14,
1877,3,221781,,,1,11610,15,
1944,2,208620,,,0,11070,28,
1535,1,198319,,,1,10306,81,
1865,1,208621,,,1,10996,59,
1910,4,220352,,,1,11542,46,
1829,2,208624,,,1,10962,58,
1848,1,222239,,,0,11636,12,
1529,1,208626,,,1,10896,71,
2038,2,222240,,,0,11666,82,
1907,4,208627,,,0,11233,83,
1628,3,208628,,,1,10832,84,
1902,4,208629,,,0,11013,44,
1872,1,208631,,,1,10942,85,
1861,1,222241,,,1,11697,33,
982,2,222242,,,0,11695,37,
756,4,198323,,,0,10309,8,
1874,3,208635,,,0,11096,42,
1824,1,219271,,,0,11478,19,
1903,2,208636,,,0,10936,60,
1856,4,222243,,,0,11702,86,
1852,4,208637,,,0,10924,87,
1835,1,208639,,,1,10874,88,
1659,2,222244,,,0,11682,89,
1877,1,222245,,,1,11635,15,
1770,2,203465,,,0,10598,90,
1924,4,208643,,,0,10960,91,
982,4,217645,,,0,11371,37,
2038,2,222246,,,0,11665,82,
1325,1,208645,,,1,10923,92,
1835,2,222247,,,1,11691,88,
1954,4,208646,,,0,11140,13,
1834,1,219272,,,1,11468,2,
1863,3,208647,,,1,11052,56,
1438,2,207289,,,0,10776,22,
1765,1,222248,,,1,11649,93,
1061,4,220353,,,0,11524,94,
1965,2,208649,,,0,10868,95,
994,2,208655,,,1,11181,50,
1844,2,216207,,,1,11305,69,
1930,1,208657,,,1,11062,23,
1972,4,220354,,,0,11526,61,
1438,2,208658,,,0,11126,22,
2025,3,221548,,,1,11595,96,
954,1,222249,,,0,11638,97,
1970,1,216208,,,0,11302,98,
1929,2,208660,,,0,11110,36,
1865,2,208662,,,1,11222,59,
1972,1,216209,,,0,11315,61,
1863,4,219275,,,1,11472,56,
1839,1,208663,,,1,10834,26,
756,1,208664,,,0,11000,8,
1887,1,208665,,,0,11081,76,
1937,1,219276,,,1,11480,29,
1886,1,208668,,,1,11119,18,
1850,2,208669,,,0,10888,99,
1890,4,208670,,,1,11013,100,
1930,2,208671,,,1,11065,23,
1934,1,222251,,,0,11696,101,
1944,3,208675,,,0,11050,28,
1457,2,207292,,,1,10776,14,
1438,2,203485,,,0,10653,22,
774,2,208676,,,0,11244,102,
1819,2,208318,,,0,10817,103,
954,1,198351,,,0,10327,97,
1965,2,208680,,,0,10868,95,
760,4,198352,,,1,10309,20,
1823,2,208683,,,1,10867,11,
1842,1,208685,,,0,11191,104,
1908,2,208686,,,0,10907,105,
1838,2,222252,,,1,11691,106,
1863,2,208688,,,1,11047,56,
1844,3,208689,,,1,11176,69,
1881,2,208690,,,1,11129,107,
1930,2,208691,,,1,11030,23,
1823,3,221549,,,1,11596,11,
1972,1,216210,,,0,11315,61,
1828,4,208692,,,1,11072,4,
1968,4,221550,,,1,11597,79,
1058,1,208693,,,1,10884,40,
2036,1,222253,,,0,11642,108,
994,2,208695,,,1,11183,50,
1529,2,208698,,,1,10887,71,
1840,1,208699,,,1,10921,109,
1871,2,216211,,,0,11303,110,
994,4,198363,,,1,10337,50,
1633,3,198365,,,0,10338,68,
952,1,198366,,,1,10339,62,
1886,3,208703,,,1,11117,18,
1930,1,208704,,,1,11062,23,
1944,3,208706,,,0,11050,28,
1438,2,203498,,,0,10726,22,
1850,2,208709,,,0,10888,99,
1829,2,208710,,,1,10939,58,
1874,2,208711,,,0,11090,42,
1635,4,220355,,,1,11527,111,
1910,1,208712,,,1,10973,46,
1834,1,219280,,,1,11478,2,
1930,2,220072,,,1,11510,23,
1846,4,208715,,,0,11174,17,
1904,1,208716,,,1,10855,112,
1058,1,208718,,,1,11118,40,
1854,1,216212,,,0,11313,113,
1930,2,208721,,,1,11065,23,
1852,2,220073,,,0,11514,87,
1954,2,208723,,,0,10961,13,
1826,4,208725,,,1,10959,41,
1970,2,216213,,,0,11280,98,
1956,2,222255,,,1,11706,114,
1862,2,208728,,,0,11038,78,
1631,3,198381,,,1,10338,21,
1902,1,216214,,,0,11301,44,
1830,2,221783,,,1,11609,77,
1909,2,222256,,,1,11704,115,
2035,2,222257,,,1,11667,45,
1660,1,222258,,,1,11684,32,
1878,2,208731,,,0,11193,116,
1937,3,221784,,,1,11615,29,
1626,4,220357,,,0,11527,65,
1929,3,208734,,,0,11117,36,
1938,2,220074,,,1,11512,57,
1967,2,208735,,,1,11222,117,
1902,4,208736,,,0,11014,44,
1886,4,208737,,,1,11115,18,
1828,2,208738,,,1,11067,4,
1852,2,208739,,,0,10927,87,
1940,3,208741,,,1,11116,118,
1953,4,220358,,,1,11530,67,
1633,2,220075,,,0,11517,68,
1844,2,208744,,,1,11183,69,
1826,2,208745,,,1,11086,41,
1471,3,198391,,,0,10353,119,
1866,4,208748,,,0,11226,120,
1831,2,222260,,,0,11705,121,
1873,1,222261,,,0,11651,122,
1958,1,208749,,,0,11162,123,
1856,1,222262,,,0,11697,86,
956,1,198392,,,0,10354,80,
1628,4,220359,,,1,11527,84,
1924,2,208750,,,0,10937,91,
1765,2,203534,,,1,10726,93,
1863,1,219282,,,1,11468,56,
1915,3,221785,,,1,11616,124,
2026,3,221551,,,1,11598,125,
956,2,220077,,,0,11519,80,
1960,1,208757,,,1,10897,75,
1902,2,216215,,,0,11280,44,
1874,3,208759,,,0,11094,42,
1954,4,208761,,,0,11097,13,
756,3,198400,,,0,10358,8,
1865,3,220360,,,1,11537,59,
1848,3,208771,,,0,10915,12,
982,4,219283,,,0,11471,37,
1916,2,208772,,,1,11236,38,
2035,4,222264,,,1,11671,45,
1967,1,216217,,,1,11309,117,
1886,3,208773,,,1,11117,18,
1659,3,222265,,,0,11677,89,
982,3,198407,,,0,10361,37,
1910,2,208776,,,1,10990,46,
1950,3,208777,,,1,11197,63,
1536,2,208779,,,1,10891,3,
1853,4,221787,,,1,11617,34,
1960,1,216218,,,1,11298,75,
2040,1,222266,,,1,11660,52,
1967,1,222267,,,1,11644,117,
1918,1,222269,,,1,11692,126,
1898,3,221553,,,0,11599,127,
994,3,198416,,,1,10260,50,
955,1,198417,,,1,10339,128,
1955,2,208784,,,0,10933,129,
1905,2,208785,,,0,10876,130,
1659,2,222270,,,0,11682,89,
1975,1,208787,,,1,10855,131,
1886,1,208788,,,1,11122,18,
1626,2,203557,,,0,10562,65,
1874,3,208793,,,0,11099,42,
1866,1,216220,,,0,11309,120,
1628,2,208794,,,1,11112,84,
1543,2,208798,,,1,10894,132,
1897,1,208799,,,0,11198,7,
1061,3,220361,,,0,11525,94,
1939,1,208801,,,0,10968,133,
1877,1,222271,,,1,11633,15,
760,3,198430,,,1,10358,20,
1877,2,221788,,,1,11618,15,
1954,3,208804,,,0,11138,13,
1917,4,208805,,,1,11201,9,
1873,3,221554,,,0,11599,122,
760,1,207306,,,1,10756,20,
1765,2,203560,,,1,10726,93,
1878,4,208807,,,0,11188,116,
1828,2,208809,,,1,11068,4,
1958,3,208814,,,0,11149,123,
1944,1,208817,,,0,11076,28,
1953,1,208819,,,1,10930,67,
1822,4,219284,,,0,11482,31,
1955,4,220362,,,0,11530,129,
1937,2,208820,,,1,11263,29,
1941,4,208821,,,0,10830,134,
1874,4,208822,,,0,11092,42,
1480,1,216221,,,0,11298,135,
1820,3,208823,,,1,11176,136,
1910,3,220364,,,1,11535,46,
994,1,208826,,,1,11166,50,
1967,1,222275,,,1,11644,117,
1972,2,208827,,,0,11144,61,
1863,2,208828,,,1,11034,56,
1887,4,208830,,,0,10959,76,
1953,4,220366,,,1,11530,67,
1974,3,208833,,,0,11117,137,
1631,1,216222,,,1,11306,21,
1969,3,221555,,,1,11599,138,
1862,1,222277,,,0,11647,78,
1954,3,208835,,,0,11139,13,
1865,1,216224,,,1,11313,59,
1905,2,208836,,,0,10877,130,
1929,3,208839,,,0,11116,36,
1913,4,208841,,,0,11006,55,
1924,4,208844,,,0,10959,91,
1480,1,198461,,,0,10394,135,
1909,1,222278,,,1,11699,115,
1829,2,208846,,,1,10936,58,
1830,4,220367,,,1,11526,77,
1866,1,216226,,,0,11311,120,
1631,3,198462,,,1,10338,21,
1886,2,208848,,,1,11104,18,
1822,3,208849,,,0,11051,31,
1965,4,208850,,,0,10872,95,
912,2,208852,,,1,10969,43,
1932,1,208853,,,0,10896,24,
1863,2,220079,,,1,11520,56,
1872,4,208855,,,1,11137,85,
1856,2,222280,,,0,11706,86,
1853,1,208321,,,1,10814,34,
1853,4,221789,,,1,11617,34,
954,2,203585,,,0,10598,97,
1938,1,208859,,,1,11157,57,
1865,1,222281,,,1,11644,59,
1659,4,222282,,,0,11690,89,
1967,3,220368,,,1,11537,117,
1626,1,198472,,,0,10398,65,
2045,4,222284,,,1,11662,53,
1660,2,222285,,,1,11683,32,
1629,2,203590,,,0,10563,73,
1924,4,208865,,,0,10959,91,
1954,2,208866,,,0,10958,13,
1858,1,208867,,,1,11080,30,
1941,1,222286,,,0,11672,134,
1978,2,216229,,,0,11296,139,
955,2,203594,,,1,10599,128,
1766,2,207314,,,0,10776,140,
2037,4,222287,,,0,11662,141,
1832,2,208869,,,1,10969,74,
1766,3,198475,,,0,10399,140,
1941,4,208870,,,0,10830,134,
1856,1,222288,,,0,11692,86,
1962,2,208872,,,1,11235,66,
1882,2,208322,,,0,10813,142,
1910,1,208874,,,1,10965,46,
1058,2,208875,,,1,11101,40,
1944,1,208876,,,0,11076,28,
1660,4,222289,,,1,11690,32,
2040,2,222290,,,1,11656,52,
1819,2,208323,,,0,10812,103,
1834,1,219286,,,1,11468,2,
1936,4,208882,,,1,11014,143,
1941,2,208883,,,0,10839,134,
1965,2,208885,,,0,10867,95,
1908,2,208887,,,0,11101,105,
1910,2,208889,,,1,10990,46,
1972,1,208890,,,0,11158,61,
760,1,207317,,,1,10756,20,
1972,1,222291,,,0,11661,61,
982,3,198485,,,0,10361,37,
1910,2,208894,,,1,10989,46,
1536,1,216230,,,1,11298,3,
1859,1,216231,,,1,11315,1,
1955,4,220369,,,0,11530,129,
1862,1,219287,,,0,11475,78,
1924,2,208899,,,0,10938,91,
1919,2,208901,,,1,10888,144,
1919,2,208902,,,1,10889,144,
1901,3,220371,,,0,11535,70,
1628,1,198491,,,1,10296,84,
1938,1,222293,,,1,11661,57,
1480,4,219288,,,0,11467,135,
1901,3,220372,,,0,11535,70,
1819,4,221790,,,0,11617,103,
1862,1,219290,,,0,11476,78,
1972,3,208904,,,0,11150,61,
1972,2,220080,,,0,11512,61,
1826,2,208905,,,1,11084,41,
1927,1,208906,,,0,11241,145,
1937,2,208907,,,1,11265,29,
1881,3,208909,,,1,10831,107,
1828,1,222295,,,1,11646,4,
1902,3,208910,,,0,11012,44,
1860,1,216235,,,1,11304,146,
1929,2,208911,,,0,11110,36,
1846,2,208912,,,0,11169,17,
1929,1,208914,,,0,11118,36,
1910,2,208915,,,1,10993,46,
1902,2,216236,,,0,11279,44,
760,4,208917,,,1,11240,20,
1872,2,208918,,,1,10935,85,
1877,2,221791,,,1,11618,15,
1937,2,208920,,,1,11263,29,
1932,2,208924,,,0,10888,24,
1886,2,208925,,,1,11110,18,
1960,2,208926,,,1,10888,75,
1928,1,208927,,,1,10943,147,
1821,1,208928,,,1,11243,148,
994,4,217663,,,1,11371,50,
1938,1,216237,,,1,11315,57,
1537,1,198505,,,0,10306,149,
1061,3,220373,,,0,11525,94,
1953,2,208931,,,1,10933,67,
1954,1,208932,,,0,10942,13,
1912,2,208933,,,1,10888,150,
1834,3,208935,,,1,11054,2,
954,2,203622,,,0,10599,97,
982,3,198512,,,0,10260,37,
1819,1,208324,,,0,10815,103,
982,1,208937,,,0,11168,37,
1872,2,208939,,,1,10940,85,
1769,1,198514,,,0,10327,151,
1765,4,198516,,,1,10234,93,
1631,1,208940,,,1,10869,21,
1910,2,208941,,,1,10990,46,
1934,3,222298,,,0,11700,101,
1857,2,208944,,,0,11128,152,
1954,4,208946,,,0,11093,13,
955,4,220374,,,1,11541,128,
1967,2,208948,,,1,11221,117,
956,1,198525,,,0,10327,80,
1859,2,216238,,,1,11282,1,
1937,1,219291,,,1,11484,29,
1844,4,208950,,,1,11173,69,
1972,2,222299,,,0,11656,61,
2045,3,222300,,,1,11653,53,
1929,1,208951,,,0,11121,36,
1878,4,208952,,,0,11188,116,
1930,3,208953,,,1,11052,23,
1457,1,207321,,,1,10785,14,
1938,1,222301,,,1,11661,57,
1985,1,216239,,,1,11302,153,
1905,1,208962,,,0,10874,130,
1476,1,198532,,,1,10394,49,
1912,1,222302,,,1,11708,150,
1846,1,222303,,,0,11674,17,
1830,2,208964,,,1,10907,77,
1901,1,208966,,,0,10973,70,
1946,2,208967,,,0,11085,16,
1324,2,203644,,,0,10618,154,
1865,2,208970,,,1,11221,59,
1834,2,220082,,,1,11520,2,
1955,2,208971,,,0,10933,129,
1846,3,208972,,,0,11176,17,
1660,3,222305,,,1,11676,32,
1910,2,208973,,,1,10991,46,
994,3,198537,,,1,10361,50,
1937,4,221792,,,1,11607,29,
1829,1,208974,,,1,10942,58,
1929,4,208975,,,0,11115,36,
1938,4,208976,,,1,10828,57,
1944,1,208979,,,0,11077,28,
2037,4,222306,,,0,11662,141,
1628,1,198547,,,1,10296,84,
1930,3,208980,,,1,11051,23,
1659,3,222307,,,0,11676,89,
1930,1,219293,,,1,11485,23,
1902,4,208981,,,0,11014,44,
1877,4,221793,,,1,11607,15,
994,1,208985,,,1,11168,50,
1438,1,208986,,,0,11156,22,
1886,4,208987,,,1,11115,18,
1899,1,222308,,,1,11699,155,
1934,3,222310,,,0,11701,101,
1824,2,208989,,,0,11046,19,
994,2,208990,,,1,11181,50,
1970,1,216242,,,0,11302,98,
1846,1,208991,,,0,11178,17,
1863,1,219294,,,1,11486,56,
1839,2,221794,,,1,11619,26,
1829,2,208993,,,1,10934,58,
1858,1,208997,,,1,11127,30,
1954,4,208998,,,0,11098,13,
1887,4,209002,,,0,11098,76,
1913,4,209003,,,0,11006,55,
1954,4,209005,,,0,11137,13,
1967,4,209006,,,1,11225,117,
1852,2,209009,,,0,10922,87,
1896,3,221795,,,1,11616,156,
1887,1,209010,,,0,11083,76,
1828,1,219295,,,1,11476,4,
1822,2,209011,,,0,11066,31,
1826,1,222312,,,1,11643,41,
1858,2,209012,,,1,11130,30,
1822,3,209014,,,0,11051,31,
1307,2,203663,,,0,10709,157,
1476,2,216243,,,1,11316,49,
1937,1,219296,,,1,11480,29,
1853,4,221796,,,1,11620,34,
1863,2,209017,,,1,11039,56,
1866,4,209018,,,0,11225,120,
1974,2,209020,,,0,11113,137,
1926,4,221557,,,0,11600,158,
2038,4,222313,,,0,11671,82,
1974,1,209022,,,0,11124,137,
1766,4,198576,,,0,10234,140,
1913,1,209025,,,0,11001,55,
1864,3,209026,,,1,11096,159,
1844,4,209028,,,1,11173,69,
1862,2,209029,,,0,11038,78,
1873,1,222314,,,0,11651,122,
1941,3,222315,,,0,11664,134,
1853,4,221797,,,1,11617,34,
1929,2,209031,,,0,11109,36,
1915,2,221798,,,1,11621,124,
1848,1,209033,,,0,10820,12,
1910,1,209034,,,1,10973,46,
1491,1,209035,,,1,10968,160,
1956,1,222316,,,1,11692,114,
1872,2,209036,,,1,10935,85,
1928,4,209037,,,1,10953,147,
1930,1,219297,,,1,11485,23,
1909,1,222317,,,1,11697,115,
1826,1,216246,,,1,11278,41,
1830,2,209038,,,1,10919,77,
1822,1,209039,,,0,11077,31,
1832,1,209040,,,1,10966,74,
1872,4,209042,,,1,11140,85,
1886,3,209044,,,1,11116,18,
1928,4,209045,,,1,10959,147,
1954,2,209046,,,0,10938,13,
1862,1,219298,,,0,11478,78,
1635,3,220376,,,1,11534,111,
1819,1,208327,,,0,10815,103,
1929,4,209049,,,0,11115,36,
1628,1,198599,,,1,10398,84,
1944,1,219299,,,0,11485,28,
1939,2,209052,,,0,10964,133,
1968,2,209053,,,1,10852,79,
1954,3,209054,,,0,11099,13,
1872,2,209055,,,1,10940,85,
2040,1,222318,,,1,11657,52,
1844,2,216247,,,1,11305,69,
1929,2,209057,,,0,10907,36,
1862,1,219302,,,0,11468,78,
1823,4,209059,,,1,10870,11,
1937,2,209061,,,1,11262,29,
1537,1,198602,,,0,10306,149,
1938,3,209062,,,1,11149,57,
1766,4,198606,,,0,10234,140,
955,2,203685,,,1,10599,128,
982,4,217674,,,0,11371,37,
1480,2,216249,,,0,11316,135,
1952,1,209066,,,0,11082,161,
1542,2,209067,,,0,10928,162,
1916,1,209069,,,1,11228,38,
1872,4,209070,,,1,11092,85,
1877,1,222320,,,1,11632,15,
1969,3,221558,,,1,11599,138,
1873,4,221559,,,0,11601,122,
1635,4,209075,,,1,11233,111,
1881,3,209076,,,1,11132,107,
1965,3,221560,,,0,11596,95,
1954,3,209077,,,0,11139,13,
1909,4,222321,,,1,11703,115,
1835,2,209079,,,1,10877,88,
1862,1,219303,,,0,11489,78,
1907,4,209080,,,0,11233,83,
1863,1,219304,,,1,11489,56,
1887,4,209081,,,0,10953,76,
912,2,209082,,,1,10970,43,
1960,1,209083,,,1,10885,75,
1938,2,220086,,,1,11514,57,
1967,1,222322,,,1,11644,117,
1872,1,209084,,,1,10951,85,
1924,3,209085,,,0,10954,91,
1822,2,209086,,,0,11031,31,
1865,1,222323,,,1,11644,59,
1848,1,209087,,,0,10914,12,
1846,2,209088,,,0,11169,17,
1863,3,209090,,,1,11050,56,
1965,1,209091,,,0,10864,95,
1968,2,209093,,,1,10852,79,
1872,3,209094,,,1,11139,85,
1917,2,209095,,,1,10989,9,
760,2,203702,,,1,10708,20,
1972,1,216251,,,0,11283,61,
956,1,222324,,,0,11657,80,
956,2,203704,,,0,10599,80,
1918,2,209100,,,1,11200,126,
1865,2,216252,,,1,11303,59,
1908,2,209102,,,0,11109,105,
1862,4,219305,,,0,11482,78,
1491,2,209104,,,1,10964,160,
1438,1,207337,,,0,10785,22,
1937,4,221799,,,1,11607,29,
1954,3,209105,,,0,11138,13,
1408,1,198632,,,1,10217,10,
1953,1,209106,,,1,10929,67,
1944,3,209107,,,0,11073,28,
1871,2,209108,,,0,11222,110,
1886,1,209110,,,1,11121,18,
1955,2,209111,,,0,10931,129,
2038,1,222325,,,0,11669,82,
1659,1,222326,,,0,11687,89,
1937,1,219306,,,1,11480,29,
1961,2,209112,,,1,11005,47,
1829,1,209114,,,1,10944,58,
1834,1,219307,,,1,11468,2,
1909,2,222328,,,1,11706,115,
1529,2,222329,,,1,11707,71,
1863,4,219308,,,1,11482,56,
1901,1,209117,,,0,10966,70,
1863,3,209119,,,1,11054,56,
1864,1,209121,,,1,11100,159,
1966,2,216254,,,1,11277,163,
1903,1,209125,,,0,10950,60,
1929,1,209127,,,0,11120,36,
994,3,198651,,,1,10260,50,
756,4,198654,,,0,10309,8,
912,2,209132,,,1,10995,43,
1487,2,209133,,,0,10964,35,
1929,1,209135,,,0,11120,36,
1862,4,219309,,,0,11490,78,
1930,2,209138,,,1,11030,23,
1826,1,209139,,,1,11079,41,
1859,1,216255,,,1,11301,1,
1839,2,209142,,,1,10837,26,
1839,4,209143,,,1,10830,26,
1830,4,209146,,,1,10829,77,
760,1,209147,,,1,11228,20,
1917,2,209148,,,1,11147,9,
1626,2,203728,,,0,10560,65,
1626,4,209151,,,0,10871,65,
1902,2,216256,,,0,11282,44,
1492,1,216257,,,1,11297,64,
994,1,209153,,,1,11168,50,
1471,4,219310,,,0,11467,119,
1851,1,209154,,,1,11125,164,
1945,3,209155,,,0,11239,39,
1928,4,209156,,,1,10959,147,
1961,2,209157,,,1,10867,47,
1864,2,209158,,,1,11089,159,
1844,3,209159,,,1,11175,69,
1061,1,209160,,,0,11102,94,
1061,1,209162,,,0,11103,94,
1478,3,198665,,,1,10353,51,
956,3,220380,,,0,11533,80,
1457,3,198666,,,1,10399,14,
1926,2,216260,,,0,11277,158,
1890,4,209169,,,1,11013,100,
1877,4,221800,,,1,11608,15,
1849,2,209170,,,0,11128,72,
994,1,209172,,,1,11168,50,
1628,2,203740,,,1,10560,84,
1536,1,209175,,,1,10900,3,
1884,1,216262,,,0,11306,165,
1909,1,222332,,,1,11692,115,
1844,2,209176,,,1,11170,69,
1965,1,209177,,,0,10865,95,
1977,2,216263,,,1,11296,166,
1819,1,222333,,,0,11642,103,
1061,3,220381,,,0,11525,94,
1905,1,209178,,,0,10874,130,
1872,1,209179,,,1,10948,85,
1937,3,221801,,,1,11610,29,
1325,1,222334,,,1,11699,92,
1937,2,209180,,,1,11263,29,
1438,2,220088,,,0,11510,22,
2041,2,222335,,,0,11655,25,
1859,2,216265,,,1,11281,1,
1966,2,216266,,,1,11277,163,
1897,2,209183,,,0,11193,7,
1937,2,209184,,,1,11262,29,
1938,1,209185,,,1,11157,57,
1941,3,209187,,,0,10831,134,
1824,2,209189,,,0,11038,19,
1862,2,209191,,,0,11039,78,
1972,3,209192,,,0,11150,61,
1844,2,209194,,,1,11169,69,
1956,4,222337,,,1,11702,114,
1826,3,209196,,,1,10957,41,
1846,2,209197,,,0,11171,17,
1887,2,209198,,,0,11085,76,
1961,2,209199,,,1,10867,47,
1816,2,220089,,,1,11509,167,
1819,3,208329,,,0,10816,103,
1938,2,209203,,,1,11154,57,
1913,1,209204,,,0,10864,55,
1937,3,221802,,,1,11611,29,
1853,2,208330,,,1,10812,34,
1955,1,209206,,,0,10929,129,
1967,2,209208,,,1,11224,117,
1855,1,209209,,,0,11189,168,
1927,2,209210,,,0,11234,145,
1480,2,216268,,,0,11294,135,
1903,2,209212,,,0,10940,60,
1910,1,209214,,,1,10965,46,
1902,1,216269,,,0,11312,44,
1830,2,209215,,,1,10919,77,
1660,2,222338,,,1,11682,32,
1940,2,209217,,,1,11111,118,
955,3,220382,,,1,11533,128,
1839,2,221804,,,1,11619,26,
1937,3,221805,,,1,11610,29,
1954,4,209219,,,0,11140,13,
1058,1,209220,,,1,11121,40,
1905,2,209221,,,0,10877,130,
1938,3,209223,,,1,11150,57,
1881,1,209225,,,1,11135,107,
1910,2,209227,,,1,10990,46,
1928,1,209229,,,1,10946,147,
756,3,198701,,,0,10358,8,
